class_name	slot_group	slot_uri	title	name	range	range_2	identifier	multivalued	required	recommended	minimum_value	maximum_value	pattern	structured_pattern	description	comments	examples	EXPORT_GISAID	EXPORT_CNPHI	EXPORT_NML_LIMS	EXPORT_BIOSAMPLE	EXPORT_BIOSAMPLE_Enterics	EXPORT_VirusSeq_Portal
HPAI;HPAIFood 	Sample collection and processing	GENEPIO:0100437	food_product_origin_geo_loc_name (country)	food_product_origin_geo_loc_name_country	GeoLocNameCountryMenu	NullValueMenu									The country of origin of a food product.	If a food product was sampled and the food product was manufactured outside of Canada, provide the name of the country where the food product originated by selecting a value from the template pick list. If the information is unknown or cannot be provided, leave blank or provide a null value.	United States of America [GAZ:00002459]					food_origin	
HPAI;HPAIFood 	Sample collection and processing	GENEPIO:0100444	food_product	food_product	FoodProductMenu	NullValueMenu		TRUE	TRUE						A material consumed and digested for nutritional value or enjoyment.	This field includes animal feed. If applicable, select the standardized term and ontology ID for the anatomical material from the picklist provided. Multiple values can be provided, separated by a semi-colon.	Feather meal [FOODON:00003927]; Bone meal [ENVO:02000054]; Chicken breast [FOODON:00002703]	isolation_source;food_product				isolation_source;food_product_type	
HPAI;HPAIFood 	Sample collection and processing	GENEPIO:0100445	food_product_properties	food_product_properties	FoodProductPropertiesMenu	NullValueMenu		TRUE		TRUE					Any characteristic of the food product pertaining to its state, processing, a label claim, or implications for consumers.	Provide any characteristics of the food product including whether it has been cooked, processed, preserved, any known information about its state (e.g. raw, ready-to-eat), any known information about its containment (e.g. canned), and any information about a label claim (e.g. organic, fat-free).	Food (chopped) [FOODON:00002777]; Ready-to-eat (RTE) [FOODON:03316636]	isolation_source;food_product_properties				isolation_source	
HPAI;HPAIFood 	Sample collection and processing	GENEPIO:0100447	food_packaging	food_packaging	FoodPackagingMenu	NullValueMenu		TRUE		TRUE					The type of packaging used to contain a food product.	If known, provide information regarding how the food product was packaged.	Plastic tray or pan [FOODON:03490126]	isolation_source;food_packaging				food_contain_wrap	
HPAI;HPAIFood 	Sample collection and processing	GENEPIO:0100615	food_quality_date	food_quality_date	date							{today}			A date recommended for the use of a product while at peak quality, this date is not a reflection of safety unless used on infant formula.	This date is typically labeled on a food product as "best if used by", best by", "use by", or "freeze by" e.g. 5/24/2020. If the date is known, leave blank or provide a null value.	2020-05-25					food_quality_date	
HPAI;HPAIFood 	Sample collection and processing	GENEPIO:0100616	food_packaging_date	food_packaging_date	date							{today}			A food product's packaging date as marked by a food manufacturer or retailer.	The packaging date should not be confused with, nor replaced by a Best Before date or other food quality date. If the date is known, leave blank or provide a null value.	2020-05-25						
HPAI;HPAIWW;HPAIEnviro;HPAIFood	Sample collection and processing	GENEPIO:0001232	environmental_site	environmental_site	EnvironmentalSiteMenu	NullValueMenu		TRUE		TRUE					An environmental location may describe a site in the natural or built environment e.g. hospital, wet market, bat cave.	If applicable, select the standardized term and ontology ID for the environmental site from the picklist provided. Multiple values can be provided, separated by a semi-colon.	Poultry hatchery [ENVO:01001874]	isolation_source;environmental_site				isolation_source;animal_env	
HPAI;HPAIWW;HPAIEnviro;HPAIFood	Sample collection and processing	GENEPIO:0001223	environmental_material	environmental_material	EnvironmentalMaterialMenu	NullValueMenu		TRUE		TRUE					A substance obtained from the natural or man-made environment e.g. soil, water, sewage, door handle, bed handrail, face mask.	If applicable, select the standardized term and ontology ID for the environmental material from the picklist provided. Multiple values can be provided, separated by a semi-colon.	Soil [ENVO:00001998]; Water [CHEBI:15377]; Wastewater [ENVO:00002001]; Broom [ENVO:03501377]	isolation_source;environmental_material				isolation_source	
HPAI;HPAIHost	Sample collection and processing	GENEPIO:0001211	anatomical_material	anatomical_material	AnatomicalMaterialMenu	NullValueMenu		TRUE		TRUE					A substance obtained from an anatomical part of an organism e.g. tissue, blood.	An anatomical material is a substance taken from the body. If applicable, select the standardized term and ontology ID for the anatomical material from the picklist provided. Multiple values can be provided, separated by a semi-colon.	Tissue [UBERON:0000479]; Blood [UBERON:0000178]	isolation_source;anatomical_material				host_tissue_sampled;isolation_source	
HPAI;HPAIHost	Sample collection and processing	GENEPIO:0001216	body_product	body_product	BodyProductMenu	NullValueMenu		TRUE		TRUE					A substance excreted/secreted from an organism e.g. feces, urine, sweat.	A body product is a substance produced by the body but meant to be excreted/secreted (i.e. not part of the body). If applicable, select the standardized term and ontology ID for the body product from the picklist provided. Multiple values can be provided, separated by a semi-colon.	Feces [UBERON:0001988]; Urine [UBERON:0001088]	isolation_source;body_product				host_body_product;isolation_source	
HPAI;HPAIHost	Sample collection and processing	GENEPIO:0001214	anatomical_part	anatomical_part	AnatomicalPartMenu	NullValueMenu		TRUE		TRUE					An anatomical part of an organism e.g. oropharynx.	An anatomical part is a structure or location in the body. If applicable, select the standardized term and ontology ID for the anatomical material from the picklist provided. Multiple values can be provided, separated by a semi-colon.	Snout [UBERON:0006333]	isolation_source;anatomical_part				isolation_source	
HPAI;HPAIFood;HPAIWW;HPAIEnviro;HPAIHost	Sample collection and processing	GENEPIO:0001234	collection_device	collection_device	CollectionDeviceMenu	NullValueMenu				TRUE					The instrument or container used to collect the sample e.g. swab.	This field includes animal feed. If applicable, select the standardized term and ontology ID for the anatomical material from the picklist provided. Multiple values can be provided, separated by a semi-colon.	Drag swab [OBI:0002822]	isolation_source;collection_device				samp_collect_device;isolation_source	
HPAI;HPAIFood;HPAIWW;HPAIEnviro;HPAIHost	Sample collection and processing	GENEPIO:0001241	collection_method	collection_method	CollectionMethodMenu	NullValueMenu				TRUE					The process used to collect the sample e.g. phlebotomy, necropsy.	If applicable, provide the standardized term and ontology ID for the anatomical material from the picklist provided. Multiple values can be provided, separated by a semi-colon.	Rinsing for specimen collection [GENEPIO_0002116]	isolation_source;collection_method				isolation_source	
HPAI;HPAIFood;HPAIWW;HPAIEnviro;HPAIHost	Sample collection and processing	GENEPIO:0100768	sample_volume_measurement_value	sample_volume_measurement_value	WhitespaceMinimizedString										The numerical value of the volume measurement of the sample collected.	Provide the numerical value of volume.	5						
HPAI;HPAIFood;HPAIWW;HPAIEnviro;HPAIHost	Sample collection and processing	GENEPIO:0100769	sample_volume_measurement_unit	sample_volume_measurement_unit	SampleVolumeMeasurementUnitMenu										The units of the volume measurement of the sample collected.	Provide the units from the pick list.	milliliter (mL) [UO:0000098]						
HPAI;HPAIFood;HPAIWW;HPAIEnviro;HPAIHost	Sample collection and processing	GENEPIO:0101090	residual_sample_status	residual_sample_status	ResidualSampleStatusMenu										The status of the residual sample (whether any sample remains after its original use).	Residual samples are samples that remain after the sample material was used for its original purpose. Select a residual sample status from the picklist. If sample still exists, select "Residual sample remaining (some sample left)".	No residual sample (sample all used) [GENEPIO:0101088]						
HPAI;HPAIFood;HPAIWW;HPAIEnviro;HPAIHost	Sample collection and processing	GENEPIO:0001198	purpose_of_sampling	purpose_of_sampling	PurposeOfSamplingMenu	NullValueMenu		TRUE	TRUE						The reason that the sample was collected.	The reason a sample was collected may provide information about potential biases in sampling strategy. Provide the purpose of sampling from the picklist in the template. Most likely, the sample was collected for Public health surveillance. The reason why a sample was originally collected may differ from the reason why it was selected for sequencing, which should be indicated in the "purpose of sequencing" field.	Public health surveillance					purpose_of_sampling	
HPAI;HPAIFood;HPAIWW;HPAIEnviro;HPAIHost	Sample collection and processing	GENEPIO:0100433	presampling_activity	presampling_activity	PresamplingActivityMenu	NullValueMenu		TRUE							The activities or variables upstream of sample collection that may affect the sample.	If there was an activity that would affect the sample prior to collection (this is different than sample processing), provide the activities by selecting one or more values from the template pick list. If the information is unknown or cannot be provided, leave blank or provide a null value.	Agricultural activity						
HPAI;HPAIFood;HPAIWW;HPAIEnviro;HPAIHost	Sample collection and processing	GENEPIO:0100434	presampling_activity_details	presampling_activity_details	WhitespaceMinimizedString	NullValueMenu									The details of the activities or variables that affected the sample collected.	Briefly describe the presampling activities using free text.	Agricultural waste from large farm contributes waste to the site sampled.						
HPAI;HPAIFood;HPAIWW;HPAIEnviro;HPAIHost	Sample collection and processing	GENEPIO:0100448	sample_storage_method	sample_storage_method	WhitespaceMinimizedString										The process used to store the sample.	Provide details of how the sample was stored from time of collection until time of processing. If there were issues with the cold chain storage, note those here.	The sample was placed in a tube in a cooler bag during transportation (~3 hours) to the lab site. At this point the sample was placed in storage medium and put in a -10C freezer until it was processed and extracted 5 days later.						
HPAI;HPAIFood;HPAIWW;HPAIEnviro;HPAIHost	Sample collection and processing	GENEPIO:0100449	sample_storage_medium	sample_storage_medium	WhitespaceMinimizedString										The medium in which a sample is stored.	Provide the name of the transport medium or storage medium used for this sample. If none was used, leave blank or write "None".	Cary-Blair transport medium						
HPAI;HPAIFood;HPAIWW;HPAIEnviro;HPAIHost	Sample collection and processing	GENEPIO:0101014	sample_storage_duration_value	sample_storage_duration_value	WhitespaceMinimizedString										The numerical value of the time measurement during which a sample is in storage.	Provide the numerical value of time.	5						
HPAI;HPAIFood;HPAIWW;HPAIEnviro;HPAIHost	Sample collection and processing	GENEPIO:0101015	sample_storage_duration_unit	sample_storage_duration_unit	SampleStorageDurationUnitMenu	NullValueMenu									The units of a measured sample storage duration.	Provide the units from the pick list.	Day						
HPAI;HPAIFood;HPAIWW;HPAIEnviro;HPAIHost	Sample collection and processing	GENEPIO:0001253	specimen_processing	specimen_processing	SpecimenProcessingMenu	NullValueMenu		TRUE							Any processing applied to the sample during or after receiving the sample.	Select processes from the picklist that were applied to this sample.	Centrifugation						
HPAI;HPAIFood;HPAIWW;HPAIEnviro;HPAIHost	Sample collection and processing	GENEPIO:0100311	specimen_processing_details	specimen_processing_details	WhitespaceMinimizedString										The details of the processing applied to the sample during or after receiving the sample.	Briefly describe the processes applied to the sample.	25 samples were pooled and further prepared as a single sample during library prep.						
HPAI;HPAIFood;HPAIWW;HPAIEnviro;HPAIHost	Sample collection and processing	GENEPIO:0101029	experimental_protocol	experimental_protocol	WhitespaceMinimizedString										The name of the overarching experimental methodology that was used to process the biomaterial.	Provide the name of the methodology used in your study. If available, provide a link to the protocol.							
HPAI;HPAIFood;HPAIWW;HPAIEnviro;HPAIHost	Sample collection and processing	GENEPIO:0100921	experimental_specimen_role_type	experimental_specimen_role_type	ExperimentalSpecimenRoleTypeMenu	NullValueMenu		TRUE							The type of role that the sample represents in the experiment.	Samples can play different types of roles in experiments. A sample under study in one experiment may act as a control or be a replicate of another sample in another experiment. This field is used to distinguish samples under study from controls, replicates, etc.  If the sample acted as an experimental control or a replicate, select a role type from the picklist. If the sample was not a control, leave blank or select "Not Applicable".	Positive experimental control						
HPAI;HPAIFood;HPAIWW;HPAIEnviro;HPAIHost	Sample collection and processing	GENEPIO:0101112	experimental_specimen_details	experimental_specimen_details	WhitespaceMinimizedString																		
HPAI;HPAIFood;HPAIWW;HPAIEnviro;HPAIHost	Sample collection and processing	GENEPIO:0100690	available_data_types	available_data_types	AvailableDataTypesMenu	NullValueMenu		TRUE							The type of data that is available, that may or may not require permission to access.	This field provides information about additional data types that are available that may provide context for interpretation of the sequence data. Provide a term from the picklist for additional data types that are available. Additional data types may require special permission to access. Contact the data provider for more information.	Total coliform count [GENEPIO:0100729]						
HPAI;HPAIFood;HPAIWW;HPAIEnviro;HPAIHost	Sample collection and processing	GENEPIO:0101023	available_data_type_details	available_data_type_details	WhitespaceMinimizedString										Detailed information regarding other available data types.	Use this field to provide free text details describing other available data types that may provide context for interpreting genomic sequence data.	Pooled metagenomes containing extended spectrum beta-lactamase (ESBL) bacteria						
HPAI;HPAIHost		GENEPIO:0001268	Host information																				
HPAI;HPAIHost	Host Information	GENEPIO:0001386	host_(common_name)	host_common_name	HostCommonNameMenu	NullValueMenu				TRUE					The commonly used name of the host.	If the sample is directly from a host, either a common or scientific name must be provided (although both can be included, if known).  If known, provide the common name.	Cow [NCBITaxon:9913]; Chicken [NCBITaxon:9913], Human [NCBITaxon:9606]					host	
HPAI;HPAIHost	Host Information	GENEPIO:0001387	host_(scientific_name)	host_scientific_name	HostScientificNameMenu	NullValueMenu				TRUE					The taxonomic, or scientific name of the host.	If the sample is directly from a host, either a common or scientific name must be provided (although both can be included, if known).  If known, select the scientific name from the picklist provided.	Bos taurus [NCBITaxon:9913]; Homo sapiens [NCBITaxon:9103]	host				isolation_source;host	
HPAI;HPAIHost	Host Information	GENEPIO:0100450	host_(ecotype)	host_ecotype	WhitespaceMinimizedString										The biotype resulting from selection in a particular habitat, e.g. the A. thaliana Ecotype Ler.	Provide the name of the ecotype of the host organism.	Sea ecotype					host_variety	
HPAI;HPAIHost	Host Information	GENEPIO:0100451	host_(breed)	host_breed	WhitespaceMinimizedString										A breed is a specific group of domestic animals or plants having homogeneous appearance, homogeneous behavior, and other characteristics that distinguish it from other animals or plants of the same species and that were arrived at through selective breeding.	Provide the name of the breed of the host organism.	Holstein	host_disease				host_animal_breed	
HPAI;HPAIHost	Host Information	GENEPIO:0100452	host_(food production name)	host_food_production_name	HostFoodProductionNameMenu	NullValueMenu									The name of the host at a certain stage of food production, which may depend on its age or stage of sexual maturity.	Select the host's food production name from the pick list.	Calf [FOODON:03411349]					host	
HPAI;HPAIHost	Host Information	GENEPIO:0001392	host_age	host_age	decimal	NullValueMenu			TRUE			130			Age of host at the time of sampling.	If known, provide age. Age-binning is also acceptable.	79	Patient age	host_age				
HPAI;HPAIHost	Host Information	GENEPIO:0001393	host_age_unit	host_age_unit	HostAgeUnitMenu	NullValueMenu			TRUE						The units used to measure the host's age.	If known, provide the age units used to measure the host's age from the pick list.	year [UO:0000036]						
HPAI;HPAIHost	Host Information	GENEPIO:0001394	host_age_bin	host_age_bin	HostAgeBinMenu	NullValueMenu									Age of host at the time of sampling, expressed as an age group.	Select the corresponding host age bin from the pick list provided in the template. If not available, provide a null value or leave blank.						host_age	
	Host Information		host_gender	host_gender																			
HPAI;HPAIHost	Host Information	GENEPIO:0001391	host_disease	host_disease	HostDiseaseMenu	NullValueMenu									The name of the disease experienced by the host.	This field is only required if the Pathogen.cl package was selected. If the host was sick, provide the name of the disease.The standardized term can be sourced from this look-up service: https://www.ebi.ac.uk/ols/ontologies/doid If the disease is not known, put “missing”.	mastitis, gastroenteritis					host_disease	
HPAI;HPAIHost	Host Information	GENEPIO:0001388	host_health_state	host_health_state	HostHealthStateMenu	NullValueMenu									Health status of the host at the time of sample collection.	If known, select a value from the pick list.	Asymptomatic [NCIT:C3833]	Patient status	host_health_state				
HPAI;HPAIHost	Host Information	GENEPIO:0001389	host_health_status_details	host_health_status_details	HostHealthStatusDetailsMenu	NullValueMenu									Further details pertaining to the health or disease status of the host at time of collection.	If known, select a value from the pick list.	Hospitalized (ICU) [GENEPIO:0100046]						
HPAI;HPAIHost	Host Information	GENEPIO:0001390	host_health_outcome	host_health_outcome	HostHealthOutcomeMenu	NullValueMenu									Disease outcome in the host.	If known, select a value from the pick list.	Recovered [NCIT:C49498]		host_disease_outcome				
