Ontology ID	parent class	label	datatype	source	data status	requirement	min value	max value	capitalize	pattern	description	guidance	examples
	optional	heavy_metals	xs:token								extreme_unusual_properties/heavy metals		{text};{float} {unit} heavy metal name {text}; measurement value {value} {unit}
	optional	heavy_metals_meth	xs:token								extreme_unusual_properties/heavy metals method		{PMID}|{DOI}|{URL}
	optional	horizon	select								horizon		enumeration
	optional	horizon_meth	xs:token								horizon method		{PMID}|{DOI}|{URL}
	optional	link_addit_analys	xs:token								links to additional analysis		{PMID}|{DOI}|{URL}
	optional	link_class_info	xs:token								link to classification information		{PMID}|{DOI}|{URL}
	optional	link_climate_info	xs:token								link to climate information		{PMID}|{DOI}|{URL}
	optional	local_class	xs:token								soil_taxonomic/local classification		{text}
	optional	local_class_meth	xs:token								soil_taxonomic/local classification method		{PMID}|{DOI}|{URL}
	optional	microbial_biomass	xs:token							^[+-]?([0-9]*[.])?[0-9]+ \S+$	microbial biomass		{float} {unit}
	optional	microbial_biomass_meth	xs:token								microbial biomass method		{PMID}|{DOI}|{URL}
	optional	misc_param	xs:token								miscellaneous parameter		parameter name {text}; measurement value {float} {unit}
	optional	oxy_stat_samp	select								oxygenation status of sample		enumeration
	optional	ph	xs:decimal								pH		{float}
	optional	ph_meth	xs:token								pH method		{PMID}|{DOI}|{URL}
	optional	previous_land_use	xs:token								history/previous land use		{text};{timestamp}
	optional	previous_land_use_meth	xs:token								history/previous land use method		{PMID}|{DOI}|{URL}
	optional	profile_position	select								profile position		enumeration
	optional	salinity_meth	xs:token								extreme_unusual_properties/salinity method		{PMID}|{DOI}|{URL}
	optional	season_precpt	xs:token							^[+-]?([0-9]*[.])?[0-9]+ \S+$	mean seasonal precipitation		{float} {unit}
	optional	season_temp	xs:token							^[+-]?([0-9]*[.])?[0-9]+ \S+$	mean seasonal temperature		{float} {unit}
	optional	slope_aspect	xs:token							^[+-]?([0-9]*[.])?[0-9]+ \S+$	slope aspect		{float} {unit}
	optional	slope_gradient	xs:token							^[+-]?([0-9]*[.])?[0-9]+ \S+$	slope gradient		{float} {unit}
	optional	soil_type	xs:token								soil type		{text}
	optional	soil_type_meth	xs:token								soil type method		{PMID}|{DOI}|{URL}
	optional	texture	xs:token							^[+-]?([0-9]*[.])?[0-9]+ \S+$	texture		{float} {unit}
	optional	texture_meth	xs:token								texture method		{PMID}|{DOI}|{URL}
	optional	tillage	select								history/tillage		enumeration
	optional	tot_nitro_content	xs:token							^[+-]?([0-9]*[.])?[0-9]+ \S+$	total nitrogen content		{float} {unit}
	optional	tot_n_meth	xs:token								total nitrogen content method		{PMID}|{DOI}|{URL}
	optional	tot_org_c_meth	xs:token								total organic carbon method		{PMID}|{DOI}|{URL}
	optional	tot_org_carb	xs:token							^[+-]?([0-9]*[.])?[0-9]+ \S+$	total organic carbon		{float} {unit}
	optional	water_content	xs:decimal								water content		{float}
	optional	water_cont_soil_meth	xs:token								water content method		{PMID}|{DOI}|{URL}
	investigation_type	chemical speciation/mapping											
	investigation_type	genome											
	investigation_type	imaging- electron											
	investigation_type	imaging- ion											
	investigation_type	imaging- light											
	investigation_type	lipidome											
	investigation_type	metabolome											
	investigation_type	molecular structure											
	investigation_type	organic matter											
	investigation_type	proteome											
	investigation_type	transcriptome											
	growth_facil	experimental_garden											
	growth_facil	field											
	growth_facil	field_incubation											
	growth_facil	greenhouse											
	growth_facil	growth_chamber											
	growth_facil	lab_incubation											
	growth_facil	open_top_chamber											
	growth_facil	other											
	store_cond	fresh											
	store_cond	frozen											
	store_cond	lyophilized											
	store_cond	other											
	samp_store_temp	-20 degree Celsius											
	samp_store_temp	-80 degree Celsius											
	samp_store_temp	4 degree Celsius											
	samp_store_temp	other											
	samp_store_temp	room temperature											
	biotic_relationship	commensalism											
	biotic_relationship	free living											
	biotic_relationship	mutualism											
	biotic_relationship	parasitism											
	biotic_relationship	symbiotic											
	cur_land_use	Badlands											
	cur_land_use	Cities											
	cur_land_use	Conifers (e.g. pine,spruce,fir,cypress)											
	cur_land_use	Crop Trees (nuts,fruit,christmas trees,nursery trees)											
	cur_land_use	Farmstead											
	cur_land_use	Gravel											
	cur_land_use	Hardwoods (e.g. oak,hickory,elm,aspen)											
	cur_land_use	Hayland											
	cur_land_use	Horticultural Plants (e.g. tulips)											
	cur_land_use	Industrial Areas											
	cur_land_use	Intermixed Hardwood and Conifers											
	cur_land_use	Marshlands (grass,sedges,rushes)											
	cur_land_use	Meadows (grasses,alfalfa,fescue,bromegrass,timothy)											
	cur_land_use	Mines/Quarries											
	cur_land_use	Mudflats											
	cur_land_use	Oil Waste Areas											
	cur_land_use	Pastureland (grasslands used for livestock grazing)											
	cur_land_use	Permanent Snow or Ice											
	cur_land_use	Rainforest (evergreen forest receiving >406 cm annual rainfall)											
	cur_land_use	Rangeland											
	cur_land_use	Roads/Railroads											
	cur_land_use	Rock											
	cur_land_use	Row Crops											
	cur_land_use	Saline Seeps											
	cur_land_use	Salt Flats											
	cur_land_use	Sand											
	cur_land_use	Shrub Crops (blueberries,nursery ornamentals,filberts)											
	cur_land_use	Shrub Land (e.g. mesquite,sage-brush,creosote bush,shrub oak,eucalyptus)											
	cur_land_use	Small Grains											
	cur_land_use	Successional Shrub Land (tree saplings,hazels,sumacs,chokecherry,shrub dogwoods,blackberries)											
	cur_land_use	Swamp (permanent or semi-permanent water body dominated by woody plants)											
	cur_land_use	Tropical (e.g. mangrove,palms)											
	cur_land_use	Tundra (mosses,lichens)											
	cur_land_use	Vegetable Crops											
	cur_land_use	Vine Crops (grapes)											
	drainage_class	Excessively Drained											
	drainage_class	Moderately Well											
	drainage_class	Poorly											
	drainage_class	Somewhat Poorly											
	drainage_class	Very Poorly											
	drainage_class	Well											
	fao_class	Acrisols											
	fao_class	Andosols											
	fao_class	Arenosols											
	fao_class	Cambisols											
	fao_class	Chernozems											
	fao_class	Ferralsols											
	fao_class	Fluvisols											
	fao_class	Gleysols											
	fao_class	Greyzems											
	fao_class	Gypsisols											
	fao_class	Histosols											
	fao_class	Kastanozems											
	fao_class	Lithosols											
	fao_class	Luvisols											
	fao_class	Nitosols											
	fao_class	Phaeozems											
	fao_class	Planosols											
	fao_class	Podzols											
	fao_class	Podzoluvisols											
	fao_class	Rankers											
	fao_class	Regosols											
	fao_class	Rendzinas											
	fao_class	Solonchaks											
	fao_class	Solonetz											
	fao_class	Vertisols											
	fao_class	Yermosols											
	horizon	A Horizon											
	horizon	B Horizon											
	horizon	C Horizon											
	horizon	E Horizon											
	horizon	O Horizon											
	horizon	Permafrost											
	horizon	R Layer											
	oxy_stat_samp	aerobic											
	oxy_stat_samp	anaerobic											
	oxy_stat_samp	anoxic											
	oxy_stat_samp	facultative											
	oxy_stat_samp	microaerophilic											
	oxy_stat_samp	microanaerobe											
	oxy_stat_samp	obligate aerobe											
	oxy_stat_samp	obligate anaerobe											
	profile_position	Backslope											
	profile_position	Footslope											
	profile_position	Shoulder											
	profile_position	Summit											
	profile_position	Toeslope											
	profile_position	profile_position											
	tillage	Chisel											
	tillage	Cutting Disc											
	tillage	Disc Plough											
	tillage	Drill											
	tillage	Mouldboard											
	tillage	Ridge Till											
	tillage	Strip Tillage											
	tillage	Tined											
	tillage	Zonal Tillage											
