label	parent class	datatype	requirement	description	examples	guidance	Ontology ID	source	data status	min value	max value	capitalize
ceil_thermal_mass	core field	xs:token		The ability of the ceiling to provide inertia against temperature fluctuations. Generally this means concrete that is exposed. A metal deck that supports a concrete slab will act thermally as long as it is exposed to room air flow		Expected value: measurement value. Preferred unit: joule per degree Celsius. Occurrence: 1. Position: 46.0. This field is used uniquely in: built environment	MIXS:0000143					
ceil_type	core field	select		The type of ceiling according to the ceiling's appearance or construction	coffered	Expected value: enumeration. Occurrence: 1. Position: 47.0. This field is used uniquely in: built environment	MIXS:0000784					
ceil_water_mold	core field	xs:token		Signs of the presence of mold or mildew on the ceiling	presence of mold visible	Expected value: enumeration. Occurrence: 1. Position: 43.0. This field is used uniquely in: built environment	MIXS:0000781					
collection_date	environment field	xs:date	required	The time of sampling, either as an instance (single point in time) or interval. In case no exact time is available, the date/time can be right truncated i.e. all of these are valid times: 2008-01-23T19:23:10+00:00; 2008-01-23T19:23:10; 2008-01-23; 2008-01; 2008; Except: 2008-01; 2008 all are ISO8601 compliant	2018-05-11T10:00:00+01:00; 2018-05-11	Expected value: date and time. Position: 9.0	MIXS:0000011					
cool_syst_id	core field	xs:token		The cooling system identifier	12345	Expected value: unique identifier. Occurrence: 1. Position: 48.0. This field is used uniquely in: built environment	MIXS:0000785					
date_last_rain	core field	xs:date		The date of the last time it rained	2018-05-11:T14:30Z	Expected value: timestamp. Occurrence: 1. Position: 49.0. This field is used uniquely in: built environment	MIXS:0000786					
depth	environment field	xs:token	required	The vertical distance below local surface, e.g. for sediment or soil samples depth is measured from sediment or soil surface, respectively. Depth can be reported as an interval for subsurface samples.	10 meter	Expected value: measurement value. Position: 6.0. This field is used in: 8 packages: host-associated, microbial mat_biofilm, miscellaneous natural or artificial environment, plant-associated, sediment, soil, wastewater_sludge, water	MIXS:0000018					
dew_point	core field	xs:token		The temperature to which a given parcel of humid air must be cooled, at constant barometric pressure, for water vapor to condense into water.	22 degree Celsius	Expected value: measurement value. Preferred unit: degree Celsius. Occurrence: 1. Position: 11.0. This field is used uniquely in: built environment	MIXS:0000129					
door_comp_type	core field	select		The composite type of the door	revolving	Expected value: enumeration. Occurrence: 1. Position: 59.0. This field is used uniquely in: built environment	MIXS:0000795					
door_cond	core field	select		The phsical condition of the door	new	Expected value: enumeration. Occurrence: 1. Position: 52.0. This field is used uniquely in: built environment	MIXS:0000788					
door_direct	core field	select		The direction the door opens	inward	Expected value: enumeration. Occurrence: 1. Position: 53.0. This field is used uniquely in: built environment	MIXS:0000789					
door_loc	core field	select		The relative location of the door in the room	north	Expected value: enumeration. Occurrence: 1. Position: 54.0. This field is used uniquely in: built environment	MIXS:0000790					
door_mat	core field	select		The material the door is composed of	wood	Expected value: enumeration. Occurrence: 1. Position: 55.0. This field is used uniquely in: built environment	MIXS:0000791					
door_move	core field	select		The type of movement of the door	swinging	Expected value: enumeration. Occurrence: 1. Position: 56.0. This field is used uniquely in: built environment	MIXS:0000792					
door_size	core field	xs:token		The size of the door	2.5 square meter	Expected value: measurement value. Preferred unit: square meter. Occurrence: 1. Position: 51.0. This field is used uniquely in: built environment	MIXS:0000158					
door_type	core field	select		The type of door material	wooden	Expected value: enumeration. Occurrence: 1. Position: 58.0. This field is used uniquely in: built environment	MIXS:0000794					
door_type_metal	core field	select		The type of metal door	hollow	Expected value: enumeration. Occurrence: 1. Position: 60.0. This field is used uniquely in: built environment	MIXS:0000796					
door_type_wood	core field	select		The type of wood door	battened	Expected value: enumeration. Occurrence: 1. Position: 61.0. This field is used uniquely in: built environment	MIXS:0000797					
door_water_mold	core field	xs:token		Signs of the presence of mold or mildew on a door	presence of mold visible	Expected value: enumeration. Occurrence: 1. Position: 57.0. This field is used uniquely in: built environment	MIXS:0000793					
drawings	core field	select		The buildings architectural drawings; if design is chosen, indicate phase-conceptual, schematic, design development, and construction documents	sketch	Expected value: enumeration. Occurrence: 1. Position: 62.0. This field is used uniquely in: built environment	MIXS:0000798					
elev	environment field	xs:token	required	Elevation of the sampling site is its height above a fixed reference point, most commonly the mean sea level. Elevation is mainly used when referring to points on the earth's surface, while altitude is used for points above the surface, such as an aircraft in flight or a spacecraft in orbit.	100 meter	Expected value: measurement value. Position: 7.0. This field is used in: 9 packages: air, host-associated, hydrocarbon resources-cores, microbial mat_biofilm, miscellaneous natural or artificial environment, plant-associated, sediment, soil, water	MIXS:0000093					
elevator	core field	xs:token		The number of elevators within the built structure	2	Expected value: value. Occurrence: 1. Position: 63.0. This field is used uniquely in: built environment	MIXS:0000799					
env_broad_scale	environment field	xs:token	required	Report the major environmental system the sample or specimen came from. The system(s) identified should have a coarse spatial grain, to provide the general environmental context of where the sampling was done (e.g. in the desert or a rainforest). We recommend using subclasses of EnvOs biome class:  http://purl.obolibrary.org/obo/ENVO_00000428. EnvO documentation about how to use the field: https://github.com/EnvironmentOntology/envo/wiki/Using-ENVO-with-MIxS	oceanic epipelagic zone biome [ENVO:01000033] for annotating a water sample from the photic zone in middle of the Atlantic Ocean	Expected value: The major environment type(s) where the sample was collected. Recommend subclasses of biome [ENVO:00000428]. Multiple terms can be separated by one or more pipes.. Position: 10.0	MIXS:0000012					
env_local_scale	environment field	xs:token	required	Report the entity or entities which are in the sample or specimens local vicinity and which you believe have significant causal influences on your sample or specimen. We recommend using EnvO terms which are of smaller spatial grain than your entry for env_broad_scale. Terms, such as anatomical sites, from other OBO Library ontologies which interoperate with EnvO (e.g. UBERON) are accepted in this field. EnvO documentation about how to use the field: https://github.com/EnvironmentOntology/envo/wiki/Using-ENVO-with-MIxS	litter layer [ENVO:01000338]; Annotating a pooled sample taken from various vegetation layers in a forest consider: canopy [ENVO:00000047]|herb and fern layer [ENVO:01000337]|litter layer [ENVO:01000338]|understory [01000335]|shrub layer [ENVO:01000336].	Expected value: Environmental entities having causal influences upon the entity at time of sampling.. Position: 11.0	MIXS:0000013					
env_medium	environment field	xs:token	required	Report the environmental material(s) immediately surrounding the sample or specimen at the time of sampling. We recommend using subclasses of 'environmental material' (http://purl.obolibrary.org/obo/ENVO_00010483). EnvO documentation about how to use the field: https://github.com/EnvironmentOntology/envo/wiki/Using-ENVO-with-MIxS . Terms from other OBO ontologies are permissible as long as they reference mass/volume nouns (e.g. air, water, blood) and not discrete, countable entities (e.g. a tree, a leaf, a table top).	soil [ENVO:00001998]; Annotating a fish swimming in the upper 100 m of the Atlantic Ocean, consider: ocean water [ENVO:00002151]. Example: Annotating a duck on a pond consider: pond water [ENVO:00002228]|air [ENVO_00002005]	Expected value: The material displaced by the entity at time of sampling. Recommend subclasses of environmental material [ENVO:00010483].. Position: 12.0	MIXS:0000014					
escalator	core field	xs:token		The number of escalators within the built structure	4	Expected value: value. Occurrence: 1. Position: 64.0. This field is used uniquely in: built environment	MIXS:0000800					
exp_duct	core field	xs:token		The amount of exposed ductwork in the room		Expected value: measurement value. Preferred unit: square meter. Occurrence: 1. Position: 65.0. This field is used uniquely in: built environment	MIXS:0000144					
exp_pipe	core field	xs:token		The number of exposed pipes in the room		Expected value: measurement value. Occurrence: 1. Position: 66.0. This field is used uniquely in: built environment	MIXS:0000220					
ext_door	core field	xs:token		The number of exterior doors in the built structure		Expected value: value. Occurrence: 1. Position: 67.0. This field is used uniquely in: built environment	MIXS:0000170					
ext_wall_orient	core field	select		The orientation of the exterior wall	northwest	Expected value: enumeration. Occurrence: 1. Position: 96.0. This field is used uniquely in: built environment	MIXS:0000817					
ext_window_orient	core field	select		The compass direction the exterior window of the room is facing	southwest	Expected value: enumeration. Occurrence: 1. Position: 97.0. This field is used uniquely in: built environment	MIXS:0000818					
filter_type	core field	select		A device which removes solid particulates or airborne molecular contaminants	HEPA	Expected value: enumeration. Occurrence: m. Position: 17.0. This field is used uniquely in: built environment	MIXS:0000765					
fireplace_type	core field	xs:token		A firebox with chimney	wood burning	Expected value: enumeration. Occurrence: 1. Position: 68.0. This field is used uniquely in: built environment	MIXS:0000802					
floor_age	core field	xs:token		The time period since installment of the carpet or flooring		Expected value: value. Preferred unit: years, weeks, days. Occurrence: 1. Position: 69.0. This field is used uniquely in: built environment	MIXS:0000164					
floor_area	core field	xs:token		The area of the floor space within the room		Expected value: measurement value. Preferred unit: square meter. Occurrence: 1. Position: 70.0. This field is used uniquely in: built environment	MIXS:0000165					
floor_cond	core field	select		The physical condition of the floor at the time of sampling; photos or video preferred; use drawings to indicate location of damaged areas	new	Expected value: enumeration. Occurrence: 1. Position: 71.0. This field is used uniquely in: built environment	MIXS:0000803					
floor_count	core field	xs:token		The number of floors in the building, including basements and mechanical penthouse		Expected value: value. Occurrence: 1. Position: 72.0. This field is used uniquely in: built environment	MIXS:0000225					
floor_finish_mat	core field	select		The floor covering type; the finished surface that is walked on	carpet	Expected value: enumeration. Occurrence: 1. Position: 73.0. This field is used uniquely in: built environment	MIXS:0000804					
floor_struc	core field	select		Refers to the structural elements and subfloor upon which the finish flooring is installed	concrete	Expected value: enumeration. Occurrence: 1. Position: 75.0. This field is used uniquely in: built environment	MIXS:0000806					
floor_thermal_mass	core field	xs:token		The ability of the floor to provide inertia against temperature fluctuations		Expected value: measurement value. Preferred unit: joule per degree Celsius. Occurrence: 1. Position: 76.0. This field is used uniquely in: built environment	MIXS:0000166					
floor_water_mold	core field	select		Signs of the presence of mold or mildew in a room	ceiling discoloration	Expected value: enumeration. Occurrence: 1. Position: 74.0. This field is used uniquely in: built environment	MIXS:0000805					
freq_clean	core field	select		The number of times the sample location is cleaned. Frequency of cleaning might be on a Daily basis, Weekly, Monthly, Quarterly or Annually.		Expected value: enumeration or {text}. Occurrence: 1. Position: 77.0. This field is used uniquely in: built environment	MIXS:0000226					
freq_cook	core field	xs:token		The number of times a meal is cooked per week		Expected value: measurement value. Occurrence: 1. Position: 78.0. This field is used uniquely in: built environment	MIXS:0000227					
furniture	core field	select		The types of furniture present in the sampled room	chair	Expected value: enumeration. Occurrence: 1. Position: 79.0. This field is used uniquely in: built environment	MIXS:0000807					
gender_restroom	core field	select		The gender type of the restroom	male	Expected value: enumeration. Occurrence: 1. Position: 80.0. This field is used uniquely in: built environment	MIXS:0000808					
geo_loc_name	environment field	xs:token	required	The geographical origin of the sample as defined by the country or sea name followed by specific region name. Country or sea names should be chosen from the INSDC country list (http://insdc.org/country.html), or the GAZ ontology (http://purl.bioontology.org/ontology/GAZ)	USA: Maryland, Bethesda	Expected value: country or sea name (INSDC or GAZ): region(GAZ), specific location name. Position: 8.0	MIXS:0000010					
hall_count	core field	xs:token		The total count of hallways and cooridors in the built structure		Expected value: value. Occurrence: 1. Position: 81.0. This field is used uniquely in: built environment	MIXS:0000228					
handidness	core field	select		The handidness of the individual sampled	right handedness	Expected value: enumeration. Occurrence: 1. Position: 82.0. This field is used uniquely in: built environment	MIXS:0000809					
heat_cool_type	core field	select		Methods of conditioning or heating a room or building	heat pump	Expected value: enumeration. Occurrence: m. Position: 18.0. This field is used uniquely in: built environment	MIXS:0000766					
heat_deliv_loc	core field	select		The location of heat delivery within the room	north	Expected value: enumeration. Occurrence: 1. Position: 83.0. This field is used uniquely in: built environment	MIXS:0000810					
heat_sys_deliv_meth	core field	xs:token		The method by which the heat is delivered through the system	radiant	Expected value: enumeration. Occurrence: 1. Position: 84.0. This field is used uniquely in: built environment	MIXS:0000812					
heat_system_id	core field	xs:token		The heating system identifier		Expected value: unique identifier. Occurrence: 1. Position: 85.0. This field is used uniquely in: built environment	MIXS:0000833					
height_carper_fiber	core field	xs:token		The average carpet fiber height in the indoor environment		Expected value: value. Preferred unit: centimeter. Occurrence: 1. Position: 86.0. This field is used uniquely in: built environment	MIXS:0000167					
indoor_space	core field	select		A distinguishable space within a structure, the purpose for which discrete areas of a building is used	foyer	Expected value: enumeration. Occurrence: 1. Position: 15.0. This field is used uniquely in: built environment	MIXS:0000763					
indoor_surf	core field	select		Type of indoor surface	wall	Expected value: enumeration. Occurrence: 1. Position: 16.0. This field is used uniquely in: built environment	MIXS:0000764					
inside_lux	core field	xs:token		The recorded value at sampling time (power density)		Expected value: measurement value. Preferred unit: kilowatt per square metre. Occurrence: 1. Position: 87.0. This field is used uniquely in: built environment	MIXS:0000168					
int_wall_cond	core field	select		The physical condition of the wall at the time of sampling; photos or video preferred; use drawings to indicate location of damaged areas	damaged	Expected value: enumeration. Occurrence: 1. Position: 88.0. This field is used uniquely in: built environment	MIXS:0000813					
last_clean	core field	xs:date		The last time the floor was cleaned (swept, mopped, vacuumed)	2018-05-11:T14:30Z	Expected value: timestamp. Occurrence: 1. Position: 89.0. This field is used uniquely in: built environment	MIXS:0000814					
lat_lon	environment field	xs:token	required	The geographical origin of the sample as defined by latitude and longitude. The values should be reported in decimal degrees and in WGS84 system	50.586825 6.408977	Expected value: decimal degrees,  limit to 8 decimal points. Position: 5.0	MIXS:0000009					
light_type	core field	select		Application of light to achieve some practical or aesthetic effect. Lighting includes the use of both artificial light sources such as lamps and light fixtures, as well as natural illumination by capturing daylight. Can also include absence of light	desk lamp	Expected value: enumeration. Occurrence: m. Position: 21.0. This field is used uniquely in: built environment	MIXS:0000769					
max_occup	core field	xs:token		The maximum amount of people allowed in the indoor environment		Expected value: measurement value. Occurrence: 1. Position: 90.0. This field is used uniquely in: built environment	MIXS:0000229					
mech_struc	core field	select		mechanical structure: a moving structure	elevator	Expected value: enumeration. Occurrence: 1. Position: 91.0. This field is used uniquely in: built environment	MIXS:0000815					
number_pets	core field	xs:token		The number of pets residing in the sampled space		Expected value: measurement value. Occurrence: 1. Position: 93.0. This field is used uniquely in: built environment	MIXS:0000231					
number_plants	core field	xs:token		The number of plant(s) in the sampling space		Expected value: measurement value. Occurrence: 1. Position: 92.0. This field is used uniquely in: built environment	MIXS:0000230					
number_resident	core field	xs:token		The number of individuals currently occupying in the sampling location		Expected value: measurement value. Occurrence: 1. Position: 94.0. This field is used uniquely in: built environment	MIXS:0000232					
occup_density_samp	core field	xs:decimal		Average number of occupants at time of sampling per square footage		Expected value: measurement value. Occurrence: 1. Position: 26.0. This field is used uniquely in: built environment	MIXS:0000217					
occup_document	core field	select		The type of documentation of occupancy	estimate	Expected value: enumeration. Occurrence: 1. Position: 95.0. This field is used uniquely in: built environment	MIXS:0000816					
occup_samp	core field	xs:token		Number of occupants present at time of sample within the given space	10	Expected value: measurement value. Occurrence: 1. Position: 25.0. This field is used uniquely in: built environment	MIXS:0000772					
organism_count	core field	select		Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)	total prokaryotes;3.5e7 cells per milliliter;qPCR	Expected value: organism name;measurement value;enumeration. Preferred unit: number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter. Occurrence: m. Position: 1.0. This field is used in: 16 packages: air, built environment, host-associated, human-associated, human-gut, human-oral, human-skin, human-vaginal, hydrocarbon resources-cores, hydrocarbon resources-fluids_swabs, microbial mat_biofilm, miscellaneous natural or artificial environment, plant-associated, sediment, wastewater_sludge, water	MIXS:0000103					
pres_animal_insect	core field	select		The type and number of animals or insects present in the sampling space.	cat;5	Expected value: enumeration;count. Occurrence: 1. Position: 99.0. This field is used uniquely in: built environment	MIXS:0000819					
quad_pos	core field	select		The quadrant position of the sampling room within the building	West side	Expected value: enumeration. Occurrence: 1. Position: 100.0. This field is used uniquely in: built environment	MIXS:0000820					
rel_air_humidity	core field	xs:token		Partial vapor and air pressure, density of the vapor and air, or by the actual mass of the vapor and air	80%	Expected value: measurement value. Preferred unit: percentage. Occurrence: 1. Position: 3.0. This field is used uniquely in: built environment	MIXS:0000121					
rel_humidity_out	core field	xs:token		The recorded outside relative humidity value at the time of sampling	12 per kilogram of air	Expected value: measurement value. Preferred unit: gram of air, kilogram of air. Occurrence: 1. Position: 98.0. This field is used uniquely in: built environment	MIXS:0000188					
rel_samp_loc	core field	select		The sampling location within the train car	center of car	Expected value: enumeration. Occurrence: 1. Position: 101.0. This field is used uniquely in: built environment	MIXS:0000821					
room_air_exch_rate	core field	xs:token		The rate at which outside air replaces indoor air in a given space		Expected value: measurement value. Preferred unit: liter per hour. Occurrence: 1. Position: 102.0. This field is used uniquely in: built environment	MIXS:0000169					
room_architec_elem	core field	xs:token		The unique details and component parts that, together, form the architecture of a distinguisahable space within a built structure		Expected value: free text. Occurrence: 1. Position: 103.0. This field is used uniquely in: built environment	MIXS:0000233					
room_condt	core field	select		The condition of the room at the time of sampling	new	Expected value: enumeration. Occurrence: 1. Position: 104.0. This field is used uniquely in: built environment	MIXS:0000822					
room_connected	core field	select		List of rooms connected to the sampling room by a doorway	office	Expected value: enumeration. Occurrence: 1. Position: 116.0. This field is used uniquely in: built environment	MIXS:0000826					
room_count	core field	xs:token		The total count of rooms in the built structure including all room types		Expected value: value. Occurrence: 1. Position: 105.0. This field is used uniquely in: built environment	MIXS:0000234					
room_dim	core field	xs:token		The length, width and height of sampling room		Expected value: measurement value. Preferred unit: meter. Occurrence: 1. Position: 106.0. This field is used uniquely in: built environment	MIXS:0000192					
room_door_dist	core field	xs:token		Distance between doors (meters) in the hallway between the sampling room and adjacent rooms		Expected value: measurement value. Preferred unit: meter. Occurrence: 1. Position: 107.0. This field is used uniquely in: built environment	MIXS:0000193					
room_door_share	core field	xs:token		List of room(s) (room number, room name) sharing a door with the sampling room		Expected value: room name;room number. Occurrence: 1. Position: 118.0. This field is used uniquely in: built environment	MIXS:0000242					
room_hallway	core field	xs:token		List of room(s) (room number, room name) located in the same hallway as sampling room		Expected value: room name;room number. Occurrence: 1. Position: 117.0. This field is used uniquely in: built environment	MIXS:0000238					
room_loc	core field	select		The position of the room within the building	interior room	Expected value: enumeration. Occurrence: 1. Position: 108.0. This field is used uniquely in: built environment	MIXS:0000823					
room_moist_dam_hist	core field	xs:token		The history of moisture damage or mold in the past 12 months. Number of events of moisture damage or mold observed		Expected value: value. Occurrence: 1. Position: 109.0. This field is used uniquely in: built environment	MIXS:0000235					
room_net_area	core field	xs:token		The net floor area of sampling room. Net area excludes wall thicknesses		Expected value: measurement value. Preferred unit: square feet, square meter. Occurrence: 1. Position: 110.0. This field is used uniquely in: built environment	MIXS:0000194					
room_occup	core field	xs:token		Count of room occupancy at time of sampling		Expected value: measurement value. Occurrence: 1. Position: 111.0. This field is used uniquely in: built environment	MIXS:0000236					
room_samp_pos	core field	select		The horizontal sampling position in the room relative to architectural elements	south corner	Expected value: enumeration. Occurrence: 1. Position: 112.0. This field is used uniquely in: built environment	MIXS:0000824					
room_type	core field	select		The main purpose or activity of the sampling room. A room is any distinguishable space within a structure	bathroom	Expected value: enumeration. Occurrence: 1. Position: 113.0. This field is used uniquely in: built environment	MIXS:0000825					
room_vol	core field	xs:token		Volume of sampling room		Expected value: measurement value. Preferred unit: cubic feet, cubic meter. Occurrence: 1. Position: 114.0. This field is used uniquely in: built environment	MIXS:0000195					
room_wall_share	core field	xs:token		List of room(s) (room number, room name) sharing a wall with the sampling room		Expected value: room name;room number. Occurrence: 1. Position: 119.0. This field is used uniquely in: built environment	MIXS:0000243					
room_window_count	core field	xs:token		Number of windows in the room		Expected value: value. Occurrence: 1. Position: 115.0. This field is used uniquely in: built environment	MIXS:0000237					
samp_floor	core field	select		The floor of the building, where the sampling room is located	4th floor	Expected value: enumeration. Occurrence: 1. Position: 121.0. This field is used uniquely in: built environment	MIXS:0000828					
samp_room_id	core field	xs:token		Sampling room number. This ID should be consistent with the designations on the building floor plans		Expected value: value. Occurrence: 1. Position: 122.0. This field is used uniquely in: built environment	MIXS:0000244					
samp_sort_meth	core field	xs:token		Method by which samples are sorted; open face filter collecting total suspended particles, prefilter to remove particles larger than X micrometers in diameter, where common values of X would be 10 and 2.5 full size sorting in a cascade impactor.		Expected value: description of method. Occurrence: m. Position: 22.0. This field is used uniquely in: built environment	MIXS:0000216					
samp_time_out	core field	xs:decimal		The recent and long term history of outside sampling		Expected value: time. Preferred unit: hour. Occurrence: 1. Position: 123.0. This field is used uniquely in: built environment	MIXS:0000196					
samp_weather	core field	select		The weather on the sampling day	foggy	Expected value: enumeration. Occurrence: 1. Position: 120.0. This field is used uniquely in: built environment	MIXS:0000827					
season	core field	xs:token		The season when sampling occurred. Any of the four periods into which the year is divided by the equinoxes and solstices. This field accepts terms listed under season (http://purl.obolibrary.org/obo/NCIT_C94729).	autumn [NCIT:C94733]	Expected value: NCIT:C94729. Occurrence: 1. Position: 124.0. This field is used uniquely in: built environment	MIXS:0000829					
season_use	core field	select		The seasons the space is occupied	Winter	Expected value: enumeration. Occurrence: 1. Position: 125.0. This field is used uniquely in: built environment	MIXS:0000830					
shad_dev_water_mold	core field	xs:token		Signs of the presence of mold or mildew on the shading device	no presence of mold visible	Expected value: enumeration. Occurrence: 1. Position: 129.0. This field is used uniquely in: built environment	MIXS:0000834					
shading_device_cond	core field	select		The physical condition of the shading device at the time of sampling	new	Expected value: enumeration. Occurrence: 1. Position: 126.0. This field is used uniquely in: built environment	MIXS:0000831					
shading_device_loc	core field	xs:token		The location of the shading device in relation to the built structure	exterior	Expected value: enumeration. Occurrence: 1. Position: 127.0. This field is used uniquely in: built environment	MIXS:0000832					
shading_device_mat	core field	xs:token		The material the shading device is composed of		Expected value: material name. Occurrence: 1. Position: 128.0. This field is used uniquely in: built environment	MIXS:0000245					
shading_device_type	core field	select		The type of shading device	slatted aluminum awning	Expected value: enumeration. Occurrence: 1. Position: 130.0. This field is used uniquely in: built environment	MIXS:0000835					
