Ontology ID	parent class	label	datatype	source	data status	requirement	min value	max value	capitalize	pattern	description	guidance	examples
	growth_facil	open_top_chamber											
	growth_facil	other											
	store_cond	fresh											
	store_cond	frozen											
	store_cond	lyophilized											
	store_cond	other											
	samp_store_temp	-20 degree Celsius											
	samp_store_temp	-80 degree Celsius											
	samp_store_temp	4 degree Celsius											
	samp_store_temp	other											
	samp_store_temp	room temperature											
	growth_medium	3D-structure											
	growth_medium	agar_plate											
	growth_medium	bioreactor											
	growth_medium	broth											
	growth_medium	media_composition											
	growth_medium	plate											
	biotic_relationship	commensalism											
	biotic_relationship	free living											
	biotic_relationship	mutualism											
	biotic_relationship	parasitism											
	biotic_relationship	symbiotic											
	oxy_stat_samp	aerobic											
	oxy_stat_samp	anaerobic											
	oxy_stat_samp	anoxic											
	oxy_stat_samp	facultative											
	oxy_stat_samp	microaerophilic											
	oxy_stat_samp	microanaerobe											
	oxy_stat_samp	obligate aerobe											
	oxy_stat_samp	obligate anaerobe											
	trophic_level	autotroph											
	trophic_level	autotroph											
	trophic_level	carboxydotroph											
	trophic_level	chemoautolithotroph											
	trophic_level	chemoautotroph											
	trophic_level	chemoheterotroph											
	trophic_level	chemolithoautotroph											
	trophic_level	chemolithotroph											
	trophic_level	chemoorganoheterotroph											
	trophic_level	chemoorganotroph											
	trophic_level	chemosynthetic											
	trophic_level	chemotroph											
	trophic_level	copiotroph											
	trophic_level	diazotroph											
	trophic_level	facultative											
	trophic_level	heterotroph											
	trophic_level	lithoautotroph											
	trophic_level	lithoheterotroph											
	trophic_level	lithotroph											
	trophic_level	methanotroph											
	trophic_level	methylotroph											
	trophic_level	mixotroph											
	trophic_level	obligate											
	trophic_level	oligotroph											
	trophic_level	organoheterotroph											
	trophic_level	organotroph											
	trophic_level	photoautotroph											
	trophic_level	photoheterotroph											
	trophic_level	photolithoautotroph											
	trophic_level	photolithotroph											
	trophic_level	photosynthetic											
	trophic_level	phototroph											
